Text Command,Topic,Identifier,Action,One Hot Encoded Topic,One Hot Encoded Action,Verb/Noun
Direct marketing project on target,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",on target
Direct marketing task is blocked,Task,Direct marketing,Blocked,"[1,0]","[0,0,0,1,0]",is
task Direct marketing was complete,Task,Direct marketing,Completed,"[1,0]","[0,0,0,0,1]",completed
there is a problem with Direct marketing project,Project,Direct marketing,Danger,"[0,1]","[0,0,0,1,0]",problem
Direct marketing put the project back on track,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
i created a new task called Direct marketing,Task,Direct marketing,To Do,"[1,0]","[1,0,0,0,0]",BACKTRANSLATED
Direct marketing project was completed,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",completed
Direct marketing risk,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",risk
created new Direct marketing,Task,Direct marketing,To Do,"[1,0]","[1,0,0,0,0]",created
assign Direct marketing to the target,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
create new project Direct marketing,Project,Direct marketing,Create,"[0,1]","[1,0,0,0,0]",create
Direct marketing done,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",BACKTRANSLATED
allocate risky Direct marketing,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",BACKTRANSLATED
Direct marketing task review,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",review
create Market research task,Task,Market research,To Do,"[1,0]","[1,0,0,0,0]",create
create new Market research,Task,Market research,To Do,"[1,0]","[1,0,0,0,0]",create
task Market research review,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",review
assign to task Market research in progress,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",BACKTRANSLATED
done Market research,Project,Market research,Completed,"[0,1]","[0,0,0,0,1]",BACKTRANSLATED
project Market research was complete,Project,Market research,Completed,"[0,1]","[0,0,0,0,1]",completed
Market research in progress,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",in progress
starting Market research task,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",starting
start from Market research,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",BACKTRANSLATED
Market research task completed,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",completed
Market research task complete,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",complete
problem with project Market research,Project,Market research,Danger,"[0,1]","[0,0,0,1,0]",problem
create a project called Market research,Project,Market research,Create,"[0,1]","[1,0,0,0,0]",BACKTRANSLATED
project Market research is at risk,Project,Market research,At Risk,"[0,1]","[0,0,1,0,0]",at risk
assign Market research task under review,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",BACKTRANSLATED
assign in review to Market research task,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",assign
Market research is back on track,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",on track
Market research new task,Task,Market research,To Do,"[1,0]","[1,0,0,0,0]",new
review Market research task,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",review
Market research start with task,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",BACKTRANSLATED
completed Market research,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",completed
start with Market research,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",BACKTRANSLATED
created Market research project,Project,Market research,Create,"[0,1]","[1,0,0,0,0]",created
in progress Market research task,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",in progress
assign in progress to Market research,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",assign
create task called Market research,Task,Market research,To Do,"[1,0]","[1,0,0,0,0]",create
i created a project called Market research,Project,Market research,Create,"[0,1]","[1,0,0,0,0]",BACKTRANSLATED
Market research project is back on track,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",on track
task Market research in progress,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",in progress
assign target to task Market research,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
Market research project is achieving its goal,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
create a task called Market research,Task,Market research,To Do,"[1,0]","[1,0,0,0,0]",BACKTRANSLATED
created new task Market research,Task,Market research,To Do,"[1,0]","[1,0,0,0,0]",created
Market research task blocked,Task,Market research,Blocked,"[1,0]","[0,0,0,1,0]",blocked
Market research completed,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",completed
Social media advertising complete,Task,Social media advertising,Completed,"[1,0]","[0,0,0,0,1]",comlete
there is a problem with Social media advertising task,Task,Social media advertising,Blocked,"[1,0]","[0,0,0,1,0]",problem
project Social media advertising on schedule,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",on schedule
start task Social media advertising,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",start
Social media advertising is completed,Task,Social media advertising,Completed,"[1,0]","[0,0,0,0,1]",completed
Social media advertising project is on track,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",on track
Social media advertising was complete,Task,Social media advertising,Completed,"[1,0]","[0,0,0,0,1]",complete
Social media advertising is in review,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",in review
create new task Social media advertising,Task,Social media advertising,To Do,"[1,0]","[1,0,0,0,0]",create
problem with Social media advertising project,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",problem
blocked Social media advertising,Task,Social media advertising,Blocked,"[1,0]","[0,0,0,1,0]",blocked
Social media advertising is back in orbit,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
Social media advertising risky projects,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",BACKTRANSLATED
assign target to Social media advertising,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
created project Social media advertising,Project,Social media advertising,Create,"[0,1]","[1,0,0,0,0]",created
assign to Social media advertising in review,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",BACKTRANSLATED
completed task Social media advertising,Task,Social media advertising,Completed,"[1,0]","[0,0,0,0,1]",completed
Social media advertising on track,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",on track
check task Social media advertising,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",BACKTRANSLATED
completed project Social media advertising,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",completed
assign project Social media advertising on target,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",assign
target Social media advertising project,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
assign to task Social media advertising in review,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",BACKTRANSLATED
project Social media advertising is dangerous,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",BACKTRANSLATED
Social media advertising task is in review,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",in review
create new project called Social media advertising,Project,Social media advertising,Create,"[0,1]","[1,0,0,0,0]",create
Social media advertising project was complete,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",completed
assign Social media advertising project to target,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
created a new task Social media advertising,Task,Social media advertising,To Do,"[1,0]","[1,0,0,0,0]",BACKTRANSLATED
project Social media advertising is on schedule,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",on schedule
danger project Social media advertising,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",danger
in review task Social media advertising,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",in review
Social media advertising project back on track,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",on track
Social media advertising project got off to a good start,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
starting task Advertise product,Task,Advertise product,In Progress,"[1,0]","[0,1,0,0,0]",starting
create a new Advertise product project,Project,Advertise product,Create,"[0,1]","[1,0,0,0,0]",BACKTRANSLATED
starting on Advertise product,Task,Advertise product,In Progress,"[1,0]","[0,1,0,0,0]",starting
Advertise product task is under review,Task,Advertise product,In Review,"[1,0]","[0,0,1,0,0]",BACKTRANSLATED
assign Advertise product at risk,Project,Advertise product,At Risk,"[0,1]","[0,0,1,0,0]",assign
assign Advertise product in review,Task,Advertise product,In Review,"[1,0]","[0,0,1,0,0]",assign
Advertise product project risk,Project,Advertise product,At Risk,"[0,1]","[0,0,1,0,0]",risk
in review Advertise product task,Task,Advertise product,In Review,"[1,0]","[0,0,1,0,0]",in review
assign completed status to Advertise product,Task,Advertise product,Completed,"[1,0]","[0,0,0,0,1]",assign
starting Advertise product,Task,Advertise product,In Progress,"[1,0]","[0,1,0,0,0]",starting
Advertise product is under review,Task,Advertise product,In Review,"[1,0]","[0,0,1,0,0]",BACKTRANSLATED
starting on Advertise product task,Task,Advertise product,In Progress,"[1,0]","[0,1,0,0,0]",starting
assign the block to Advertise product,Task,Advertise product,Blocked,"[1,0]","[0,0,0,1,0]",BACKTRANSLATED
assign blocked tasks to Advertise product tasks,Task,Advertise product,Blocked,"[1,0]","[0,0,0,1,0]",BACKTRANSLATED
Advertise product project is at risk,Project,Advertise product,At Risk,"[0,1]","[0,0,1,0,0]",at risk
Advertise product task was completed,Task,Advertise product,Completed,"[1,0]","[0,0,0,0,1]",completed
Advertise product blocked,Task,Advertise product,Blocked,"[1,0]","[0,0,0,1,0]",blocked
assign blocked to Advertise product task,Task,Advertise product,Blocked,"[1,0]","[0,0,0,1,0]",assign
created task called Advertise product,Task,Advertise product,To Do,"[1,0]","[1,0,0,0,0]",created
Advertise product task problem,Task,Advertise product,Blocked,"[1,0]","[0,0,0,1,0]",BACKTRANSLATED
Advertise product project is complete,Project,Advertise product,Completed,"[0,1]","[0,0,0,0,1]",complete
project Advertise product is back on track,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",on track
in progress task Advertise product,Task,Advertise product,In Progress,"[1,0]","[0,1,0,0,0]",in progress
assign Advertise product project on target,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",assign
Advertise product start from task,Task,Advertise product,In Progress,"[1,0]","[0,1,0,0,0]",BACKTRANSLATED
project Advertise product danger,Project,Advertise product,Danger,"[0,1]","[0,0,0,1,0]",danger
assign danger to project Advertise product,Project,Advertise product,Danger,"[0,1]","[0,0,0,1,0]",assign
created new task called Advertise product,Task,Advertise product,To Do,"[1,0]","[1,0,0,0,0]",created
i created a new project called Advertise product,Project,Advertise product,Create,"[0,1]","[1,0,0,0,0]",BACKTRANSLATED
at risk project Advertise product,Project,Advertise product,At Risk,"[0,1]","[0,0,1,0,0]",at risk
there is a problem with Advertise product,Task,Advertise product,Blocked,"[1,0]","[0,0,0,1,0]",problem
project Advertise product back on track,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",on track
completed Advertise product project,Project,Advertise product,Completed,"[0,1]","[0,0,0,0,1]",completed
Advertise product scheduled project,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
Promote product task under review,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",BACKTRANSLATED
on target Promote product project,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",on target
create task Promote product,Task,Promote product,To Do,"[1,0]","[1,0,0,0,0]",create
task Promote product was completed,Task,Promote product,Completed,"[1,0]","[0,0,0,0,1]",completed
Promote product back on track,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",on track
created new Promote product task,Task,Promote product,To Do,"[1,0]","[1,0,0,0,0]",created
Promote product at risk,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",at risk
create project called Promote product,Project,Promote product,Create,"[0,1]","[1,0,0,0,0]",create
project Promote product is complete,Project,Promote product,Completed,"[0,1]","[0,0,0,0,1]",complete
start from task Promote product,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",BACKTRANSLATED
task Promote product problem,Task,Promote product,Blocked,"[1,0]","[0,0,0,1,0]",BACKTRANSLATED
assign danger to Promote product,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",assign
task Promote product started,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",BACKTRANSLATED
started on task Promote product,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",started
created Promote product task,Task,Promote product,To Do,"[1,0]","[1,0,0,0,0]",created
create Promote product project,Project,Promote product,Create,"[0,1]","[1,0,0,0,0]",create
task Promote product is blocked,Task,Promote product,Blocked,"[1,0]","[0,0,0,1,0]",is
move Promote product to complete,Project,Promote product,Completed,"[0,1]","[0,0,0,0,1]",BACKTRANSLATED
tasks in progress Promote product,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",BACKTRANSLATED
task Promote product is in review,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",in review
review Promote product,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",review
created a new Promote product task,Task,Promote product,To Do,"[1,0]","[1,0,0,0,0]",BACKTRANSLATED
assign Promote product task in review,Task,Promote product,In Review,"[1,0]","[0,0,1,0,0]",assign
blocked task Promote product,Task,Promote product,Blocked,"[1,0]","[0,0,0,1,0]",blocked
put project Promote product back on track,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
project Promote product completed,Project,Promote product,Completed,"[0,1]","[0,0,0,0,1]",completed
start Promote product task,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",start
assign on target to Promote product project,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",assign
assign project Promote product at risk,Project,Promote product,At Risk,"[0,1]","[0,0,1,0,0]",assign
Promote product is danger,Project,Promote product,Danger,"[0,1]","[0,0,0,1,0]",is
completed Promote product tasks,Task,Promote product,Completed,"[1,0]","[0,0,0,0,1]",BACKTRANSLATED
Promote product project is on schedule,Project,Promote product,On Target,"[0,1]","[0,1,0,0,0]",on schedule
assign in progress to Promote product task,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",assign
assign in progress to task Promote product,Task,Promote product,In Progress,"[1,0]","[0,1,0,0,0]",assign
created project called Evaluate profit margins,Project,Evaluate profit margins,Create,"[0,1]","[1,0,0,0,0]",created
assign Evaluate profit margins on target,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",assign
Evaluate profit margins assign a target to the project,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
Evaluate profit margins task started,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",BACKTRANSLATED
Evaluate profit margins project danger,Project,Evaluate profit margins,Danger,"[0,1]","[0,0,0,1,0]",danger
Evaluate profit margins there is a problem with the task,Task,Evaluate profit margins,Blocked,"[1,0]","[0,0,0,1,0]",BACKTRANSLATED
project Evaluate profit margins risk,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",risk
problem with Evaluate profit margins,Task,Evaluate profit margins,Blocked,"[1,0]","[0,0,0,1,0]",problem
Evaluate profit margins on schedule,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",on schedule
Evaluate profit margins check the task,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",BACKTRANSLATED
create project Evaluate profit margins,Project,Evaluate profit margins,Create,"[0,1]","[1,0,0,0,0]",create
Evaluate profit margins problem,Project,Evaluate profit margins,Danger,"[0,1]","[0,0,0,1,0]",BACKTRANSLATED
task Evaluate profit margins is complete,Task,Evaluate profit margins,Completed,"[1,0]","[0,0,0,0,1]",complete
