Text Command,Topic,Identifier,Action,One Hot Encoded Topic,One Hot Encoded Action,Verb/Noun
generated x project,Project,x,Create,"[0,1]","[1,0,0,0,0]",generate
designing x,Project,x,Create,"[0,1]","[1,0,0,0,0]",design
designing project x,Project,x,Create,"[0,1]","[1,0,0,0,0]",design
designing x project,Project,x,Create,"[0,1]","[1,0,0,0,0]",design
designed x,Project,x,Create,"[0,1]","[1,0,0,0,0]",design
designed project x,Project,x,Create,"[0,1]","[1,0,0,0,0]",design
designed x project,Project,x,Create,"[0,1]","[1,0,0,0,0]",design
planning x,Project,x,Create,"[0,1]","[1,0,0,0,0]",plan
planning project x,Project,x,Create,"[0,1]","[1,0,0,0,0]",plan
planning x project,Project,x,Create,"[0,1]","[1,0,0,0,0]",plan
planned x,Project,x,Create,"[0,1]","[1,0,0,0,0]",plan
planned project x,Project,x,Create,"[0,1]","[1,0,0,0,0]",plan
planned x project,Project,x,Create,"[0,1]","[1,0,0,0,0]",plan
x on target,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on target
on target x,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on target
x is on target,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on target
x on schedule,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on schedule
x is on schedule,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on schedule
x on track,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on track
x is on track,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on track
x is back on track,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on track
project x on target,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on target
x project on target,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on target
on target project x,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on target
on target x project,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on target
project x is on target,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on target
x project is on target,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on target
x was on target,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on target
project x was on target,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on target
x project was on target,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on target
project x on schedule,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on schedule
x project on schedule,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on schedule
project x is on schedule,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on schedule
x project is on schedule,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on schedule
x was on schedule,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on schedule
x project was on schedule,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on schedule
project x was on schedule,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on schedule
project x on track,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on track
x project on track,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on track
project x is on track,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on track
x project is on track,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on track
x was on track,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on track
project x was on track,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on track
x project was on track,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on track
project x is back on track,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on track
x project is back on track,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on track
x was back on track,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on track
project x was back on track,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on track
x project was back on track,Project,x,On Target,"[0,1]","[0,1,0,0,0]",on track
x at risk,Project,x,At Risk,"[0,1]","[0,0,1,0,0]",at risk
at risk x,Project,x,At Risk,"[0,1]","[0,0,1,0,0]",at risk
x is at risk,Project,x,At Risk,"[0,1]","[0,0,1,0,0]",at risk
x behind schedule,Project,x,At Risk,"[0,1]","[0,0,1,0,0]",behind schedule
x is behind schedule,Project,x,At Risk,"[0,1]","[0,0,1,0,0]",behind schedule
x delayed,Project,x,At Risk,"[0,1]","[0,0,1,0,0]",delay
x is delayed,Project,x,At Risk,"[0,1]","[0,0,1,0,0]",delay
project x at risk,Project,x,At Risk,"[0,1]","[0,0,1,0,0]",at risk
x is complete,Task,x,Completed,"[1,0]","[0,0,0,0,1]",BACKTRANSLATED
task x completed,Task,x,Completed,"[1,0]","[0,0,0,0,1]",BACKTRANSLATED
x task completed,Task,x,Completed,"[1,0]","[0,0,0,0,1]",BACKTRANSLATED
task x has been executed,Task,x,Completed,"[1,0]","[0,0,0,0,1]",BACKTRANSLATED
x task executed,Task,x,Completed,"[1,0]","[0,0,0,0,1]",BACKTRANSLATED
x end,Task,x,Completed,"[1,0]","[0,0,0,0,1]",BACKTRANSLATED
end of task x,Task,x,Completed,"[1,0]","[0,0,0,0,1]",BACKTRANSLATED
x end task,Task,x,Completed,"[1,0]","[0,0,0,0,1]",BACKTRANSLATED
x end of task,Task,x,Completed,"[1,0]","[0,0,0,0,1]",BACKTRANSLATED
finished task x,Task,x,Completed,"[1,0]","[0,0,0,0,1]",BACKTRANSLATED
complete task x,Task,x,Completed,"[1,0]","[0,0,0,0,1]",BACKTRANSLATED
x complete task,Task,x,Completed,"[1,0]","[0,0,0,0,1]",BACKTRANSLATED
completed task x,Task,x,Completed,"[1,0]","[0,0,0,0,1]",BACKTRANSLATED
completed x tasks,Task,x,Completed,"[1,0]","[0,0,0,0,1]",BACKTRANSLATED
x,Project,x,Create,"[0,1]","[1,0,0,0,0]",BACKTRANSLATED
do x,Project,x,Create,"[0,1]","[1,0,0,0,0]",BACKTRANSLATED
run project x,Project,x,Create,"[0,1]","[1,0,0,0,0]",BACKTRANSLATED
do project x,Project,x,Create,"[0,1]","[1,0,0,0,0]",BACKTRANSLATED
x do the project,Project,x,Create,"[0,1]","[1,0,0,0,0]",BACKTRANSLATED
x create a project,Project,x,Create,"[0,1]","[1,0,0,0,0]",BACKTRANSLATED
x add project,Project,x,Create,"[0,1]","[1,0,0,0,0]",BACKTRANSLATED
x generate a project,Project,x,Create,"[0,1]","[1,0,0,0,0]",BACKTRANSLATED
x create project,Project,x,Create,"[0,1]","[1,0,0,0,0]",BACKTRANSLATED
made x,Project,x,Create,"[0,1]","[1,0,0,0,0]",BACKTRANSLATED
x project generation,Project,x,Create,"[0,1]","[1,0,0,0,0]",BACKTRANSLATED
x design,Project,x,Create,"[0,1]","[1,0,0,0,0]",BACKTRANSLATED
design of project x,Project,x,Create,"[0,1]","[1,0,0,0,0]",BACKTRANSLATED
x project design,Project,x,Create,"[0,1]","[1,0,0,0,0]",BACKTRANSLATED
x is achieving the goal,Project,x,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
x is going well,Project,x,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
x is back in orbit,Project,x,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
target project x,Project,x,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
x aiming for the project,Project,x,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
target x project,Project,x,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
project x is achieving its goal,Project,x,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
x project is achieving its goal,Project,x,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
x achieved the goal,Project,x,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
project x has achieved its goal,Project,x,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
x project has achieved its goal,Project,x,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
x scheduled project,Project,x,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
x was going well,Project,x,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
x the project was going well,Project,x,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
x project got off to a good start,Project,x,On Target,"[0,1]","[0,1,0,0,0]",BACKTRANSLATED
x risk,Project,x,At Risk,"[0,1]","[0,0,1,0,0]",BACKTRANSLATED
x delay,Project,x,At Risk,"[0,1]","[0,0,1,0,0]",BACKTRANSLATED
project x is at risk,Project,x,At Risk,"[0,1]","[0,0,1,0,0]",BACKTRANSLATED
